"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"103",54.2,8,92,28,0.054,11.71,5.6,8,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"111",19.2,43,42,4,0.319,28.41,9,138,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"112",14.8,54,42,5,0.285,27.7,13,108,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"113",16.5,60,40,5,0.223,27.4,14.5,115,"Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"114",20,63,49,8,0.143,26.75,15.1,121,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"115",30.5,66,61,13,0.071,25.04,13.7,118,"Intervalo 4",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"116",49.2,38,85,19,0.053,22.52,10.3,101,"Intervalo 5","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"117",53,21,92,22,0.054,20.94,6.3,141,NA,"Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"136",16.9,60,41,6,0.286,29.12,9.9,105,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"137",15.2,78,58,8,0.222,28.28,13.5,115,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"138",22.5,78,69,10,0.144,27.59,14.1,125,"Intervalo 3",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"139",35,66,92,12,0.074,26.08,11.4,127,"Intervalo 4",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"140",49.5,37,109,17,0.054,23.57,9.2,96,"Intervalo 5","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"141",28.2,35,117,26,0.043,22.93,13.2,85,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"142",25.7,33,80,29,0.042,22.16,13.5,92,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"143",34.6,25,59,33,0.046,20.93,9.5,106,"Intervalo 4","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"144",29.4,27,59,35,0.044,19.77,8.6,116,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"145",45.8,12,55,39,0.052,18.36,9.3,101,"Intervalo 5","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"146",35.3,19,63,43,0.047,17.94,12,95,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"147",11,36,70,54,0.035,15.87,15.4,115,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"148",10.9,34,52,60,0.035,15.23,12.2,134,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"156",19.8,23,59,54,0.143,12.01,11.2,105,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"158",27.3,31,91,55,0.305,15.89,9.9,106,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"159",27.5,38,68,55,0.306,16.8,14,99,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"160",27,35,68,56,0.303,16.86,17.1,115,"Intervalo 3","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"161",30.7,31,75,59,0.241,16.47,17.4,112,"Intervalo 4","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"162",36.3,24,85,61,0.175,16.2,16,117,"Intervalo 4","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"163",51.4,10,94,66,0.078,14.48,12.6,101,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"164",47.6,6,102,75,0.054,12.82,12.1,101,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"165",56.5,4,94,78,0.057,12.18,11.2,106,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"166",60.9,4,90,78,0.06,12.3,8.7,108,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"167",59.6,4,88,78,0.059,12.14,7.8,96,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"180",70,14,134,61,0.247,17.89,4.2,145,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"181",51.1,26,137,50,0.287,20.65,4.4,148,NA,"Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"182",52.6,36,141,41,0.308,23.39,7.2,142,NA,"Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"183",55.5,39,155,44,0.197,22.05,11.6,104,NA,"Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"186",58.5,48,144,40,0.138,23.46,9.5,100,NA,"Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"187",71,29,163,46,0.089,22.37,8.1,96,NA,"Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"188",96.6,12,162,52,0.079,20.64,5.1,64,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"214",23.9,25,44,62,0.043,17.74,8.4,74,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"215",15.5,34,49,59,0.039,18.09,11,96,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"216",16.6,33,45,57,0.04,17.81,8.5,74,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"217",18.1,30,41,49,0.04,17.34,7.6,58,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"218",8.2,34,51,35,0.035,16.51,14.8,114,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"219",6.8,34,72,35,0.035,16.15,12.7,115,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"220",6.9,31,46,34,0.034,15.09,9,120,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"221",15,22,39,36,0.038,14.24,12.3,136,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"222",8.8,27,66,36,0.035,13.36,13,107,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"223",9.7,26,38,36,0.035,12.55,13.1,120,"Intervalo 1","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"224",14.4,21,29,38,0.038,12.01,10,105,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"225",23.2,17,29,42,0.044,10.96,9,84,"Intervalo 3","Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"227",41.4,10,49,42,0.097,11.6,3.9,39,"Intervalo 5","Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"230",29.8,16,70,40,0.151,11.79,12.7,103,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"231",28.3,18,68,39,0.167,12.38,8.9,116,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"232",26.1,19,100,39,0.129,12.32,10.7,115,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"233",21.9,20,78,38,0.102,11.91,12,107,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"234",29,16,64,38,0.082,11.77,11,103,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"235",30.1,13,62,38,0.055,11.69,10.1,105,"Intervalo 4","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"236",23.8,16,60,37,0.042,11.5,12,104,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"237",18.7,20,53,36,0.039,10.3,13.4,95,"Intervalo 2","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"239",23,15,36,38,0.041,9.54,10.2,105,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 2",NA
"240",20.3,18,37,42,0.04,9.56,7.6,91,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1",NA
"241",24.7,16,33,43,0.042,9.46,4.1,2,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
"242",12.9,24,29,46,0.036,9.73,7,34,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"243",7.5,32,20,48,0.033,10.12,9.7,116,"Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"246",11,29,23,44,0.035,9.89,10.2,116,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 2",NA
"247",14.8,25,21,43,0.037,9.59,12,116,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 2",NA
"248",13.9,25,22,40,0.036,9.1,12.9,118,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 2",NA
"249",18.7,20,23,42,0.041,8.82,11.5,112,"Intervalo 2","Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 2",NA
"250",35.2,13,29,42,0.071,8.88,8.4,82,"Intervalo 4","Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1",NA
"1149",16.8,36,159,20,0.038,22.4,19.4,90,"Intervalo 2","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1150",23.3,27,129,19,0.041,21.29,18.2,92,"Intervalo 3","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1151",10.5,44,101,15,0.035,20.17,20.9,95,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 3",NA
"1152",10.1,42,88,16,0.035,18.85,18.9,115,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1167",8.2,48,45,29,0.381,15.54,15.7,122,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1168",9.3,50,49,27,0.352,16.26,18.5,113,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1172",19.6,43,58,27,0.046,15.94,15.9,102,"Intervalo 2","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1173",19.8,41,63,30,0.039,15.03,18.8,108,"Intervalo 2","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1174",18.2,30,73,26,0.038,13.79,19.3,96,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1175",16.5,30,74,27,0.037,13.12,15.8,97,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1176",16.9,28,39,35,0.037,12,13.6,107,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1177",20.4,22,40,49,0.039,10.52,7.5,165,"Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1178",14.9,25,28,47,0.036,10.48,10.8,129,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1179",11.8,28,23,44,0.034,10.13,9.1,142,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1180",17.4,21,26,45,0.037,9.78,5.1,164,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1",NA
"1182",27.7,17,38,46,0.041,8.47,3.9,39,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"1183",48,10,41,48,0.05,8.4,4.1,58,"Intervalo 5","Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1",NA
"1184",47.2,7,62,50,0.05,8.09,5.3,36,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"1185",61.6,8,53,50,0.069,8.44,4.3,59,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1",NA
"1186",35.5,21,68,42,0.12,10.71,7.8,98,"Intervalo 4","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1187",27.4,30,53,38,0.216,11.87,14.7,116,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1188",29.4,35,52,35,0.301,12.8,18.3,111,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1189",19.9,49,54,32,0.354,14.07,16.9,104,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1190",11.2,56,45,28,0.387,15.28,19.4,115,"Intervalo 2",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1191",14.8,60,41,27,0.384,16.18,18.7,109,"Intervalo 2",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1192",13.6,72,55,27,0.357,16.76,17.6,101,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1193",14.4,68,52,27,0.298,17.16,19.2,96,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1194",13.4,65,54,27,0.237,17.21,20.6,96,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 3",NA
"1195",14.5,53,52,28,0.126,16.84,20.2,99,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 3",NA
"1196",16.2,44,47,30,0.044,15.84,17.3,96,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1197",17.2,37,44,33,0.037,14.62,16.8,90,"Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1198",16.4,37,38,34,0.037,13.96,16.7,91,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1199",14.7,38,33,36,0.036,13.6,14.6,87,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1200",15.9,35,32,39,0.037,13.36,11.2,92,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1201",16.2,33,30,39,0.037,13.24,10.5,102,"Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1202",15.4,33,26,43,0.036,12.9,12.2,107,"Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1204",18.5,26,39,52,0.038,11.92,6.6,153,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1205",16.2,26,47,57,0.036,10.73,8.9,113,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1206",15.9,25,41,61,0.036,9.83,5.8,58,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1208",46.8,12,32,64,0.05,9.36,3.1,48,"Intervalo 5","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 5"
"1209",56.3,7,42,65,0.067,8.98,2.7,58,NA,"Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1210",36.8,17,54,56,0.122,12.63,2.7,3,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"1211",24.9,29,64,47,0.209,15.23,3.7,137,"Intervalo 3","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1212",25.2,34,67,42,0.222,16.05,5.2,114,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1213",15.8,47,54,39,0.348,17.68,8.3,88,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1214",16.4,54,54,35,0.377,19.43,9,107,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1215",17.9,68,53,34,0.388,20.58,10.8,101,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1216",17.6,90,63,33,0.361,21.56,13,101,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1217",20.1,102,78,31,0.291,22.06,15.4,110,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1218",19.2,90,80,34,0.218,21.85,16.8,108,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1220",19.5,53,61,37,0.047,21.17,12.4,92,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1221",23.2,32,64,42,0.041,20.3,11.1,110,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1222",19.2,27,58,47,0.039,19.63,10,128,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1223",30.3,18,53,52,0.044,19.05,6.1,89,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1241",18.4,101,90,30,0.298,29.25,15.7,108,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1242",18,76,74,31,0.219,29.36,15.5,103,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1243",17.3,53,70,32,0.098,28.72,16,102,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1244",20,36,63,35,0.045,27.24,14,95,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1245",24.8,24,60,39,0.043,26.06,10.9,94,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1246",32.2,17,62,42,0.046,25.19,8.3,133,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1265",11.3,63,21,13,0.308,34.31,15.6,93,"Intervalo 2",NA,"Intervalo 3","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1266",12.5,79,60,15,0.222,33.23,15.9,111,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1267",12.9,73,57,16,0.118,32.58,14.9,117,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1268",23.6,45,53,19,0.051,30.96,10.9,117,"Intervalo 3","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1269",48.2,21,74,24,0.054,28.93,6.8,75,"Intervalo 5","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1270",29,22,60,27,0.046,28.45,8.7,94,"Intervalo 3","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1271",25,22,54,30,0.044,27.72,13.2,100,"Intervalo 3","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1272",13.6,27,71,38,0.038,26.44,13.4,108,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1315",46.2,35,166,50,0.127,18.99,16.1,102,"Intervalo 5","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1316",37.4,32,136,56,0.059,16.68,14.9,100,"Intervalo 4","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1317",36.4,16,102,63,0.049,14.63,16.1,99,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1318",29.1,12,79,68,0.045,13.04,17.3,115,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1319",23.8,12,73,70,0.042,12.08,17.2,112,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1320",19.8,13,53,68,0.04,11.31,18,106,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1335",28.2,19,61,69,0,10.92,6.4,117,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1336",25.9,23,76,57,0.224,12.29,9.6,110,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1337",25.9,24,104,54,0.205,12.68,12.7,105,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1346",20.9,4,47,85,0.041,6.25,10.4,98,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 2",NA
"1347",18.5,4,33,85,0.041,6.21,7.3,92,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1355",41.1,5,42,88,0.092,6.67,6.9,102,"Intervalo 5","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1356",40.4,5,36,88,0.113,7.08,8.4,108,"Intervalo 5","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1357",46.9,7,51,87,0.124,7.71,8.8,105,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1363",48.9,7,77,80,0.075,8.92,11.2,107,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 2",NA
"1364",51.2,5,79,80,0.057,9.01,8.8,109,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1367",46.3,6,72,81,0.052,8.9,6.7,99,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1369",42.8,4,153,85,0.054,7.95,11.1,103,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 2",NA
"1370",20.2,8,85,86,0.045,7.06,12.4,100,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 2",NA
"1371",14.1,12,42,87,0.041,6.46,9.6,108,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1372",13.5,12,35,87,0.04,6.36,4.2,94,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1376",22.1,6,55,85,0.04,6.76,5.6,108,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"1386",11.4,44,26,28,0.22,19.79,8.5,105,"Intervalo 2","Intervalo 5","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1387",12.6,40,38,31,0.131,18.12,15.4,108,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1388",13.4,30,53,35,0.05,15.84,16.7,102,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1389",16,24,61,40,0.038,13.61,12.9,98,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1390",18.6,21,43,44,0.039,12.27,12.2,101,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1391",18.8,20,32,47,0.039,11.21,9.8,122,"Intervalo 2","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1392",22,17,28,50,0.041,10.42,6.1,130,"Intervalo 3","Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1404",20.3,37,61,29,0.317,14.27,13.9,114,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
