"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"35",7.7,25,89,35,0,10.95,8.7,49,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"36",8.1,27,70,31,0,10.96,11.3,37,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 4"
"37",7.6,29,88,27,0,12.44,10.3,38,"Intervalo 1","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 4"
"38",7.2,31,62,26,0,13.15,13.6,49,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 5"
"39",7.1,32,61,25,0,14.14,14.2,50,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 5"
"40",7.2,33,60,24,0,14.18,13.4,56,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"41",7.4,34,50,23,0,14.13,11.6,54,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"42",7.6,35,47,22,0,13.53,11.4,49,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 5"
"43",9,34,58,23,0,11.81,9.8,16,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"44",9.9,32,55,23,0,10.36,7.2,7,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"46",12.4,31,38,21,0,8.85,4.6,100,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"47",8.4,35,33,20,0,8.44,3.6,15,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"52",11.4,25,27,28,0,5.52,4.5,3,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
"60",44.1,22,66,25,0,9.98,7.7,100,"Intervalo 5","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"76",35.2,16,26,36,0,7.73,5.8,45,"Intervalo 4","Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 5"
"148",14,32,31,51,0,16.19,5.6,27,"Intervalo 2","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"150",12.3,29,30,51,0,13.94,5,12,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"152",17.5,19,31,47,0,12.35,5.5,41,"Intervalo 2","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"153",20.2,16,38,44,0,11.81,5.4,27,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"155",26.9,13,45,54,0,11.73,6.2,87,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"160",36.9,17,76,66,0,13.3,7,89,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"161",39.3,17,76,67,0,13.67,6.9,77,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"169",24.8,6,68,73,0,11.41,6.2,101,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"170",23.1,6,51,73,0,11.31,5,67,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"171",31.8,3,62,74,0,10.98,5.3,24,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"172",33.4,3,70,75,0,10.93,4.7,24,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"173",30.5,3,79,75,0,11,4.3,8,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"178",67.3,4,80,75,0,13.33,3.5,40,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"179",45.7,10,98,70,0,16.07,3.6,96,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"205",13.5,44,68,37,0,24.96,8.3,5,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"206",12.2,49,60,47,0,26.08,8.3,51,"Intervalo 2","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"207",10.2,46,70,45,0,27.18,9.2,65,"Intervalo 2","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"208",10.6,43,62,41,0,27.45,11.1,55,"Intervalo 2","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"209",10.4,40,65,43,0,25.68,14.8,43,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 5"
"210",10.4,38,62,45,0,24.49,14.5,40,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 4"
"211",12.2,30,46,54,0,21.71,7.5,69,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"212",11.9,29,44,58,0,20.25,6,70,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"213",11.6,28,34,61,0,19.37,4.8,81,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"214",12.3,27,36,64,0,19.03,6.1,15,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"215",11.2,30,34,65,0,18.72,6.4,27,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"216",10.8,36,41,42,0,18.71,8.2,44,"Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"217",8.2,31,69,30,0,17.34,17.2,34,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 4"
"220",6.3,29,95,34,0,14.09,17,13,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 2"
"222",7.5,26,57,37,0,12.44,14.1,16,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 2"
"223",8.9,24,52,39,0,11.88,11.4,21,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 3"
"224",11.1,20,33,41,0,11.15,8,42,"Intervalo 2","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"225",12.1,18,44,41,0,10.87,7,19,"Intervalo 2","Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"226",12.9,18,35,40,0,11.09,3.9,1,"Intervalo 2","Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"227",14.7,18,38,40,0,10.97,8.4,14,"Intervalo 2","Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"229",11.8,22,52,38,0,11.13,13.6,22,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 3"
"230",11.2,25,63,37,0,11.92,10.1,17,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 2"
"232",11.5,26,46,34,0,12.76,9.3,30,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"233",12.7,25,55,33,0,12.9,9.4,29,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"234",15.1,23,56,33,0,13.02,8.5,37,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"235",17.7,20,72,33,0,12.74,7.1,54,"Intervalo 2","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"236",16.6,20,44,33,0,11.61,7.5,58,"Intervalo 2","Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"237",14,22,44,34,0,10.9,4.7,35,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"238",13.8,21,42,35,0,10.83,5.3,51,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"239",13.1,22,40,39,0,10.89,5,15,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"241",12.5,23,34,48,0,11.29,3,70,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"242",11.3,24,37,46,0,11.32,2.6,71,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"246",12.5,24,26,40,0,11.03,4.9,13,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"252",25.2,18,68,34,0,11.82,5.4,4,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"253",27.1,18,71,34,0,12.91,4.5,34,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"254",24.9,22,54,33,0,13.91,4.5,80,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"270",47.8,4,86,52,0,8.26,2.5,13,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"277",39.2,14,92,39,0,13.67,6.1,6,"Intervalo 4","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"278",44.3,14,89,37,0,14.33,4.6,41,"Intervalo 5","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"353",8.8,34,95,22,0,17,17.4,11,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 2"
"368",84.3,5,71,33,0,6.46,4.2,35,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"411",47.5,5,66,59,0,11.38,3.6,17,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"439",64.8,4,92,52,0,12.35,2.7,20,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"464",10.6,27,63,39,0,13.29,10.6,13,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 2"
"470",10.2,29,90,33,0,11.49,15.8,32,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 4"
"471",8.6,32,94,30,0,12.89,15,28,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 3"
"472",10.5,29,74,31,0,11.9,16.4,34,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 4"
"473",13.3,25,86,30,0,11.09,12.9,52,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"474",13.3,23,69,31,0,9.5,10.2,47,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 2","Intervalo 5"
"475",14.2,20,77,33,0,8.06,7.6,46,"Intervalo 2","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 5"
"476",15.9,18,75,34,0,7.53,6.2,70,"Intervalo 2","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"477",12.3,23,66,35,0,7.13,8.9,59,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"478",12.6,21,51,34,0,6.14,7.4,86,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"479",10.2,24,40,34,0,5.41,7.3,61,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"480",10.6,23,37,35,0,5.23,5,39,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"481",9.9,24,38,36,0,4.95,7.2,35,"Intervalo 1","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"482",7.6,27,35,40,0,4.17,8.8,30,"Intervalo 1","Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"483",8.6,23,46,52,0,3.06,9.4,34,"Intervalo 1","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"484",9.7,17,38,68,0,2.01,8,11,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"485",10.1,14,21,75,0,1.68,6.6,20,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"486",10.3,14,26,77,0,1.5,5.2,7,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
"487",10.5,15,27,76,0,1.05,5,31,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"488",12.8,13,26,76,0,1.54,4.3,86,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"489",13.1,13,21,76,0,1.37,5.7,17,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"490",17.1,11,18,76,0,1.26,6.1,33,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"491",18.2,12,18,75,0,1.97,4.7,31,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"493",17.2,19,27,67,0,4.81,4.4,34,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"509",21.4,8,34,62,0,5.17,5.4,59,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"510",22.8,6,40,62,0,4.9,6.3,78,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"511",16.1,15,39,60,0,4.93,5.8,76,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"512",15.1,17,39,57,0,5.12,4.2,96,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"513",18.9,14,36,60,0,5.08,4.5,76,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"514",23.6,12,49,65,0,4.7,5.2,95,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"515",33.4,9,63,72,0,4.17,5.7,49,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 5"
"516",37,9,67,76,0,4.74,3.8,57,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"518",28.7,12,54,77,0,5.88,4.5,31,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"519",23.8,14,43,77,0,6.32,4.3,19,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"520",25,14,48,79,0,6.34,5.5,60,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"521",20.7,14,36,80,0,6.55,5.2,59,"Intervalo 3","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"525",21.7,7,81,83,0,6.72,4.9,98,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"527",23,6,16,85,0,5.96,6.7,33,"Intervalo 3","Intervalo 1","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"528",22.9,5,18,85,0,5.8,5.3,26,"Intervalo 3","Intervalo 1","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"535",8.8,15,19,86,0,5.7,4.9,15,"Intervalo 1","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"536",11,15,16,86,0,5.66,5.3,28,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"537",15.8,11,16,86,0.001,5.5,5.1,25,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"538",15.3,15,14,86,0.003,5.55,5.6,31,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"540",10.3,18,11,86,0.002,6.14,5.8,37,"Intervalo 2","Intervalo 2","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"543",14.1,19,36,85,0.004,7.79,4.5,35,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"544",17,20,36,85,0,8.34,4.7,62,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"545",18.5,19,21,84,0,8.69,5.2,73,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"546",19.2,17,26,84,0,8.37,4.8,65,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"549",20.6,10,38,85,0,8.14,4.1,74,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"550",19.2,11,34,85,0,8.09,4.5,89,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"551",17.6,10,29,86,0,8.07,4,50,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 5"
"552",16.2,10,29,86,0,8.12,3.4,44,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 5"
"553",22.7,5,25,86,0,8.11,3.8,35,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"554",24.3,4,24,86,0,8.2,3,36,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"555",23.7,3,24,86,0,8.32,3.4,60,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"556",20.5,4,25,86,0,8.06,5.2,11,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"557",12.7,9,22,87,0,7.9,4.5,3,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
"558",20.1,4,23,87,0,8.24,3.3,23,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"559",22.6,4,35,87,0,8.33,3.7,51,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"560",22.3,3,31,87,0,7.79,6.1,36,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"561",23.4,4,23,87,0,7.46,5.7,35,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"562",16.5,7,24,86,0,7.38,4.6,25,"Intervalo 2","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"563",25,6,23,86,0,7.98,4.5,31,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"564",24.1,6,27,86,0,8.56,4.4,12,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"565",30.4,6,28,86,0,9.52,3.1,26,"Intervalo 4","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"580",57,2,76,78,0,12.07,5.4,17,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"583",83.5,3,42,83,0,9.66,3,4,NA,"Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
"622",29.8,7,40,84,0,12.18,2.9,58,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"624",39.7,3,37,84,0,12.1,4.1,6,"Intervalo 4","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"625",44.4,2,50,85,0,12.13,2.7,26,"Intervalo 5","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"626",36,3,35,86,0,12.01,4.7,53,"Intervalo 4","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"628",25.1,4,48,86,0,12.02,4.6,26,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"629",15.6,10,41,86,0,11.89,4.3,33,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"630",17.9,8,34,87,0,11.87,4,41,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"631",22.9,7,27,87,0,11.84,5.5,37,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"632",20,7,32,87,0,11.81,5.9,56,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"633",31.3,3,26,87,0.001,12,4.3,73,"Intervalo 4","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"634",30,6,30,87,0.002,12.11,5,77,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"635",26.3,8,28,87,0.003,12.18,4.8,63,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"636",31.1,8,25,87,0.004,12.24,5.9,67,"Intervalo 4","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"638",32.2,5,39,88,0.004,12.39,5.7,5,"Intervalo 4","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"639",30.1,6,36,87,0.006,12.57,5.5,19,"Intervalo 4","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"640",28.8,7,30,87,0.007,12.73,5.5,46,"Intervalo 3","Intervalo 1","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"641",29.5,6,44,88,0.008,12.84,5.4,50,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"642",30.1,6,35,88,0.008,12.96,5.1,56,"Intervalo 4","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"648",23.9,3,37,88,0,12.92,4.3,68,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"650",26.6,2,40,88,0,12.81,3,71,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"678",16.8,8,48,75,0,7.73,4.6,74,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"679",21.4,4,38,75,0,7.74,2.9,67,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"681",27.2,3,45,76,0,7.72,2.6,30,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"682",26.2,8,39,74,0,9.13,2.1,7,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
"698",53.5,4,69,58,0,9.56,3.4,10,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
