"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"4417",6.6,16,32,59,0,27.61,13.9,19,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4418",6.2,16,27,60,0,26.86,11.3,19,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4420",6.7,12,53,67,0,25.36,7.7,18,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4421",6.6,13,32,68,0,24.97,8.3,19,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4425",14.7,8,45,73,0,24.25,7.6,14,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4426",14.2,12,62,71,0,25.12,7.1,14,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4427",12.5,19,60,64,0,26.73,7.1,16,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4428",11.5,31,51,57,0,28.82,8.4,22,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4429",9.3,39,63,47,0,31.64,10.4,22,"Intervalo 1","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4430",7.6,41,64,42,0,33.14,13.5,22,"Intervalo 1","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4432",7.4,38,49,31,0,36.25,15.9,21,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4433",6.9,33,43,30,0,36.73,17.4,20,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4434",7,30,50,30,0,36.46,19.3,21,"Intervalo 1","Intervalo 3","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4435",7.6,29,51,29,0,36.31,19.4,22,"Intervalo 1","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4436",11.5,26,55,29,0,35.25,17.4,23,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4437",10,24,46,31,0,34.12,16.9,24,"Intervalo 1","Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4438",10,17,50,41,0,32.41,19.8,21,"Intervalo 1","Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4439",8.6,12,66,53,0,30.2,18,20,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4440",7.6,12,56,59,0,28.86,16.3,20,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4441",6.3,14,43,62,0,28.17,15.1,20,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4443",5.6,16,54,64,0,27.05,12.6,21,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"4444",5,15,59,66,0,26.29,12.4,21,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"4446",6.3,13,60,70,0,25.31,11.1,22,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"4447",6.9,12,47,72,0,24.84,11.1,22,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"4448",10.9,9,50,72,0,24.78,9.7,21,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4451",13,21,58,61,0,28.15,8.2,14,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4452",11.2,38,81,54,0,29.97,9.7,21,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4453",9.2,43,78,47,0,31.87,10.5,21,"Intervalo 1","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4454",8.2,43,55,42,0,33.42,12.2,20,"Intervalo 1","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4455",8.1,53,51,39,0,35.02,11.1,21,"Intervalo 1",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4456",7.8,50,57,35,0,35.97,13.9,20,"Intervalo 1","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4457",7.1,45,59,31,0,36.73,15.2,22,"Intervalo 1","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4458",7.6,39,54,27,0,37.38,16.1,22,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4459",8.1,31,48,26,0,37.12,17.2,21,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4460",8.5,28,57,24,0,36.48,16,24,"Intervalo 1","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4461",11.2,22,53,26,0,34.8,15.4,24,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4462",11,18,90,31,0,33.28,17.9,22,"Intervalo 2","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4464",7.4,15,81,43,0,29.4,16,21,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"4465",7.8,14,58,46,0,28.59,14.7,21,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"4466",7.5,14,50,49,0,27.73,13.4,20,"Intervalo 1","Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4467",7.1,13,58,53,0,26.78,9.2,19,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4468",6.3,14,64,56,0,25.94,8.9,18,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4469",7.2,12,58,59,0,25.28,8.3,16,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4470",16.1,6,56,63,0,24.38,7.1,11,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4471",20,3,75,66,0,23.79,5.1,10,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"4472",42.4,3,77,67,0,24.09,5.7,8,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"4473",34.5,7,96,62,0,26.49,5.1,11,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4474",16.5,15,97,56,0,28.18,5.6,15,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4475",15,23,85,51,0,29.93,5.9,21,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4476",12.9,38,86,45,0,31.5,7.3,17,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4477",11.7,55,68,41,0,32.66,9.5,21,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"4478",9,55,78,40,0,33.05,11.6,20,"Intervalo 1",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4479",9.2,60,68,36,0,34.72,10.7,21,"Intervalo 1",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4485",10.7,27,56,27,0,34.57,14.2,25,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4486",10.9,21,73,33,0,33.3,15.6,21,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4488",6.7,16,69,54,0,29.21,16.8,20,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4489",7.4,14,37,58,0,28.28,12.4,19,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4490",7.6,13,32,62,0,27.42,12.1,19,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4491",7.5,12,34,66,0,26.56,11,17,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4492",7.6,12,48,67,0,26.01,8.5,17,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4493",8.2,12,27,68,0,25.66,8.9,17,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4495",16,5,44,72,0,24.79,7.7,14,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4496",25.2,4,58,72,0,24.9,6.9,15,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4497",22.6,8,51,69,0,26.08,7.3,16,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4499",21.9,23,66,53,0,30.7,5.7,20,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4500",17.9,38,77,49,0,31.72,7.5,18,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4501",12.6,54,73,43,0,33.01,9.6,21,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"4502",10.9,54,57,37,0,34.41,12.5,20,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4503",8.2,47,58,32,0,35.67,13.6,21,"Intervalo 1","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4504",7.2,46,50,30,0,36.54,14.2,22,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4505",7.4,48,46,28,0,37.25,13.5,21,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4506",7.6,45,45,26,0,37.59,14.2,22,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4507",7.7,42,41,24,0,37.29,16.8,21,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4508",7.7,37,49,27,0,36.46,15.8,21,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4509",9.7,31,35,28,0,35.27,13.8,24,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4510",12.4,24,55,31,0,34.37,14,21,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4511",8.5,19,54,44,0,31.44,19.4,20,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4512",8.9,16,75,49,0,30.05,15.3,20,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4513",9.1,15,42,49,0,29.24,13.7,19,"Intervalo 1","Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4514",9.6,14,34,50,0,28.45,11.3,16,"Intervalo 1","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4515",8.5,15,42,53,0,27.72,9.6,19,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4516",7.9,15,30,57,0,26.92,9.4,19,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4517",9,12,45,61,0,26.12,8.5,17,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4518",9.2,12,43,64,0,25.68,8.1,20,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4521",13.8,13,56,64,0,26.78,7.2,18,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4522",14.3,19,57,58,0,28.73,5.8,15,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4523",20,21,63,53,0,30.31,6.6,15,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4524",17.4,33,80,47,0,31.94,7.4,15,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4526",10.4,62,75,39,0,34.55,11,19,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4530",7.8,42,54,26,0,37.61,15.3,22,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4531",9.8,38,43,26,0,37.53,13.8,21,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4532",9.6,34,43,26,0,36.86,14.3,22,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4533",13,26,39,28,0,35.72,12.9,19,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4534",9.3,19,44,40,0,32.93,22,21,"Intervalo 1","Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 3"
"4535",7.6,17,97,44,0,31.09,20,21,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4536",7.6,16,70,48,0,29.64,17.2,21,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 3"
"4537",7.3,14,46,51,0,28.56,14.4,19,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4538",7.7,12,48,53,0,27.75,11.7,19,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4539",9.2,10,52,56,0,27.08,9.8,21,"Intervalo 1","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4540",10.2,9,46,57,0,26.69,9.2,23,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4541",9.3,10,64,58,0,26.31,7.6,20,"Intervalo 1","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4542",9.2,10,48,59,0,25.83,6.9,18,"Intervalo 1","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4543",11,8,53,60,0,25.52,6,14,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4544",37.7,4,76,61,0,25.79,5.7,8,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"4545",28,7,68,56,0,28.05,4.9,16,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4546",25.1,13,80,50,0,30.52,4.6,14,"Intervalo 3","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4547",21.4,21,85,46,0,32.46,5.2,20,"Intervalo 3","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4549",13.4,52,88,41,0,34.76,8.5,19,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4550",12.3,53,77,36,0,36.07,11.9,20,"Intervalo 2",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4551",7.7,48,76,34,0,37.26,12.6,21,"Intervalo 1","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4552",8.7,57,68,32,0,38.13,13,23,"Intervalo 1",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4553",8.1,44,62,30,0,38.3,13.9,20,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4554",8.2,40,39,28,0,38.33,13.9,19,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4555",7.8,35,44,28,0,37.76,15.2,19,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4556",8.4,32,43,28,0,37.08,14.4,19,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4557",12.5,26,40,27,0,35.77,13,16,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4558",14.1,21,49,28,0,34.64,12.7,18,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4559",8.9,16,45,39,0,32.37,18.7,21,"Intervalo 1","Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4560",8.8,14,70,43,0,31.12,15.3,22,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4561",7.6,14,39,47,0,29.52,16,20,"Intervalo 1","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4563",6.9,12,49,55,0,27.33,9.4,20,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4564",7.3,10,40,58,0,26.53,7.6,16,"Intervalo 1","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4565",10.3,7,39,61,0,25.82,8.8,16,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4566",11.8,5,50,63,0,25.61,6,17,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4567",13.9,4,48,62,0,25.26,5.5,10,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"4568",12.1,7,67,61,0,26.07,4.8,8,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"4570",11.8,17,63,51,0,30.42,5.3,15,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4571",9.5,25,67,45,0,32.76,5.6,26,"Intervalo 1","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"4572",8.2,39,61,37,0,35.44,5.7,20,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4573",7.7,47,59,32,0,37.24,6.8,21,"Intervalo 1","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"4574",6.9,47,65,27,0,38.32,8.8,22,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 3"
"4575",5.7,50,41,19,0,38.74,9.6,17,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4576",6,53,33,17,0,39.62,9.6,20,"Intervalo 1",NA,"Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4577",6.4,45,43,19,0,39.42,10.7,17,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4578",5.9,40,35,20,0,38.67,11.5,20,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4579",6.7,38,40,18,0,38.88,10.9,20,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4580",7.8,34,32,18,0,37.88,12.4,21,"Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4581",9.8,28,23,19,0,36.43,13.9,20,"Intervalo 1","Intervalo 3","Intervalo 3","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4587",5.7,15,27,51,0,28.17,9.7,21,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
"4588",6.3,13,39,53,0,27.69,8.2,19,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4589",7.5,11,32,55,0,27.2,6.6,17,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4595",14.9,24,100,37,0,33.67,7.6,13,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4596",9.6,36,72,27,0,36.91,7.2,18,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4597",7.7,42,59,21,0,37.5,9.8,14,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4598",6.5,47,49,15,0,39.65,8.2,15,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"4605",11.6,28,41,18,0,36.43,15.3,21,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4607",7.6,19,38,36,0,32.63,20,20,"Intervalo 1","Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4623",8.4,52,57,24,0,38.89,11.1,18,"Intervalo 1",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4627",9.2,36,53,28,0,37.03,12.9,12,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4628",8.7,32,51,26,0,37.22,15.3,17,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 2"
"4629",10.3,28,40,26,0,35.97,15.7,21,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4630",10.1,21,42,39,0,33.99,20.9,21,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 3"
"4632",8.6,19,74,47,0,31.54,18,21,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4633",6.6,28,43,46,0,30.73,14.7,22,"Intervalo 1","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3"
"4634",7.1,25,38,49,0,29.73,14.1,20,"Intervalo 1","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4635",7.6,17,47,56,0,28.4,11.5,20,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"4636",8.4,14,33,60,0,27.62,8.6,19,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4637",9.5,11,42,65,0,26.69,8.7,17,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"4638",9.9,11,39,67,0,26.26,7.3,19,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
