"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"1794",14.3,59,78,23,0.319,27.44,16.5,77,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1795",15.3,54,76,23,0.15,26.89,16.1,83,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1796",23.6,46,71,24,0.024,25.92,13.8,90,"Intervalo 3","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1797",24,40,68,23,0,25.32,11.2,91,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1798",21.6,37,57,28,0,23.57,13.5,110,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1800",24.6,28,51,37,0,20.46,7.2,152,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1803",65.9,7,61,46,0,17.49,3.4,102,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1830",31.6,27,93,32,0,21.79,11.2,124,"Intervalo 4","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1831",9.1,44,65,23,0,21.98,16.8,124,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1832",10.5,42,81,16,0,21.24,16.3,120,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1833",15,37,79,17,0.074,20.5,17,125,"Intervalo 2","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1834",21.6,32,87,21,0.248,20.29,16.7,115,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1835",26.5,30,133,25,0.412,20.04,16.7,103,"Intervalo 3","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1840",16.9,56,153,18,0.614,24.04,14.8,91,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1841",16.4,61,116,17,0.492,24.75,14.3,74,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1842",16.4,60,119,18,0.328,24.98,15,83,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1843",16.3,47,145,19,0.157,23.95,15.1,98,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1844",21.8,39,107,20,0.016,22.46,14,95,"Intervalo 3","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1845",22.1,34,91,21,0,21.37,11.6,93,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1846",17.6,36,92,22,0,20.45,14.5,85,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1847",19.7,34,79,22,0,19.86,15.1,91,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1848",14.6,38,84,23,0,19.4,14.1,97,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1849",12.3,40,62,23,0,18.82,11.5,113,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1850",10.2,40,56,25,0,18.14,10.9,110,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1851",9.6,42,56,25,0,17.66,9.2,98,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1852",9.8,42,56,26,0,17.25,8.5,97,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1854",12.9,39,54,28,0,16.36,5.7,135,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1855",20.2,28,53,31,0,15.55,9.1,152,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1856",36.5,13,53,41,0,14.69,9.5,151,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1857",34.8,21,77,43,0.078,15.01,9.9,150,"Intervalo 4","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1858",26.8,34,64,37,0.252,16.8,12,102,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1859",17.9,43,57,36,0.427,17.88,14.3,89,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1860",13.9,47,58,34,0.571,18.79,16.2,82,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1861",13.3,50,62,31,0.673,20.02,14.5,82,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1862",15,52,49,29,0.717,20.96,14.9,81,"Intervalo 2",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1863",12.8,53,49,28,0.708,21.78,16.1,80,"Intervalo 2",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1865",13.3,53,55,27,0.506,23.07,15.1,77,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1866",12.2,51,53,28,0.348,23.15,16.5,78,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1867",12.2,50,52,28,0.176,22.74,16.5,87,"Intervalo 2","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1868",14.5,46,55,30,0.027,21.76,15.1,95,"Intervalo 2","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1869",12.9,46,46,33,0,20.82,15.6,95,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1870",14.9,43,38,34,0,20.17,14.8,91,"Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1871",13.5,45,38,35,0,19.51,14.9,91,"Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1872",11.9,43,40,37,0,18.55,16,87,"Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1873",11.2,39,51,46,0,17.26,14.5,93,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1875",9.9,38,39,56,0,15.3,11.9,115,"Intervalo 1","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1876",9.6,37,25,58,0,14.89,9.1,118,"Intervalo 1","Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1878",15.1,29,28,60,0,13.89,5.9,135,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1879",21.3,22,29,62,0,13.25,5.6,120,"Intervalo 3","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1880",26.7,15,35,65,0,12.69,3.6,75,"Intervalo 3","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1881",32.4,16,47,63,0.087,13.48,4,97,"Intervalo 4","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1882",30.3,22,38,60,0.211,14.66,5.4,107,"Intervalo 4","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1883",28.5,30,49,54,0.425,16.75,5.2,104,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1884",29.1,39,48,53,0.565,17.32,8.9,130,"Intervalo 3","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1885",23.5,61,58,49,0.664,18.62,11.5,99,"Intervalo 3",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1886",16.1,57,56,41,0.693,20.64,10.8,102,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1887",10.8,51,48,36,0.684,22.83,15.3,86,"Intervalo 2",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1888",10.9,50,49,33,0.638,24.13,15,79,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1889",11.1,51,44,30,0.517,25.44,16.3,73,"Intervalo 2",NA,"Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1890",10.3,49,50,28,0.353,26.01,16.4,79,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1891",10.2,47,53,33,0.175,25.69,17.2,86,"Intervalo 2","Intervalo 5",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1892",11,44,50,37,0.026,24.57,16,91,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1893",12.3,41,44,41,0,23.74,15.5,95,"Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1894",11.5,36,47,50,0,22.34,14.8,86,"Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1895",13.1,31,35,61,0,20.65,14.8,104,"Intervalo 2","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"1896",15.8,27,41,66,0,19.71,12,123,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"1897",17.4,22,36,73,0,18.67,8.4,152,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1899",18.9,17,32,80,0,17.42,5.4,146,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1900",20,13,31,83,0,16.87,5.7,115,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1901",16.9,14,34,84,0,16.32,4.6,112,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1902",15.7,13,32,83,0,15.97,2.7,65,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1903",17.2,11,30,82,0,15.87,2.7,128,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1907",30.5,16,77,73,0.222,18.15,5.8,57,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"1908",30.4,30,80,59,0.536,21.32,7.4,114,"Intervalo 4","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"1909",30.2,37,84,43,0.702,25.14,8.4,114,"Intervalo 4","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1910",37.6,42,70,29,0.756,28.51,9.8,107,"Intervalo 4","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1911",26.9,55,75,19,0.672,30.93,12.8,93,"Intervalo 3",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1914",19.3,81,75,15,0.357,33.47,13.3,101,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1915",15.6,58,72,15,0.174,32.69,14.6,91,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1916",15.4,46,58,19,0.035,31.28,13.6,98,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 2",NA
"1917",27.6,28,53,24,0,29.77,6.6,166,"Intervalo 3","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1921",21.2,24,88,35,0,26.98,8.5,126,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1922",10.2,42,62,15,0,25.72,14.8,116,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1923",7.2,48,144,7,0,23.94,16.6,121,"Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1924",10.8,41,164,10,0,22.06,6.2,114,"Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1937",13.6,49,61,6,0.544,29.02,12,8,"Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 1"
"1939",17.1,48,57,10,0.184,27.85,15.5,55,"Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1940",21,42,141,17,0.03,24.5,15.9,87,"Intervalo 3","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1941",20.9,35,92,21,0,22.14,13.3,112,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1942",17.1,35,76,25,0,19.77,18,135,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1943",15,34,107,27,0,17.93,19.3,117,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1944",14.4,34,93,28,0,16.55,18,107,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1945",12.6,37,86,29,0,15.23,19.9,114,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1946",9.9,41,82,29,0,14.56,17.6,121,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1947",9.7,42,69,29,0,14.07,16.5,121,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1948",9.8,42,66,29,0,13.68,16.1,120,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1949",8,43,73,28,0,13.32,13.5,117,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1950",9,42,81,28,0,12.97,11.3,122,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1951",9.7,41,98,29,0,12.68,10.9,118,"Intervalo 1","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1952",13.6,37,112,28,0,12.44,8.9,122,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1953",27.9,33,126,26,0.089,13.07,9.8,120,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1954",16.5,39,155,24,0.268,14.25,11,110,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1955",16.4,41,167,22,0.438,15.27,11.3,101,"Intervalo 2","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1956",15.4,43,154,21,0.589,15.74,14.2,108,"Intervalo 2","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1958",23.4,46,125,19,0.731,17.81,14.1,107,"Intervalo 3","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1959",14.8,53,123,19,0.712,18.49,14.4,120,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1960",15.8,59,123,19,0.635,19.33,13.1,121,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1961",17.9,65,117,19,0.511,19.97,12.2,115,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1962",17.9,68,115,19,0.346,20.31,11.3,102,"Intervalo 2",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1963",21.4,63,111,20,0.167,20.01,10.9,103,"Intervalo 3",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"1964",30.7,61,112,21,0.028,19.28,10.1,106,"Intervalo 4",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1965",23.2,48,112,20,0,18.49,9.9,93,"Intervalo 3","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1966",18.7,36,100,18,0,17.6,11.6,94,"Intervalo 2","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1967",14,41,72,19,0,16.62,10.1,81,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1968",12.2,42,58,20,0,15.76,10.1,127,"Intervalo 2","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1969",10.9,42,53,22,0,14.86,12,132,"Intervalo 2","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"1970",9.4,43,42,24,0,14.38,8.3,137,"Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1971",8.1,44,35,25,0,13.95,7.5,110,"Intervalo 1","Intervalo 5","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1976",99.6,3,68,30,0.001,11.09,3.3,78,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"1978",73,16,120,24,0.286,15.44,7.8,33,NA,"Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"1988",29,37,42,5,0.046,24.5,7.5,100,"Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"1989",41.4,25,46,7,0,22.67,6,119,"Intervalo 5","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2003",73.3,20,108,6,0.487,22.78,3,52,NA,"Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2004",26.6,43,64,4,0.631,25.36,4.4,75,"Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2005",25.2,50,33,4,0.715,26.78,8.9,114,"Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2006",19.7,57,41,4,0.745,27.72,12.4,85,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2007",16.9,70,43,4,0.736,28.68,12.6,80,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2008",14.3,72,57,4,0.667,29.14,12.8,76,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2009",14.9,69,46,3,0.544,29.3,12.8,76,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2010",13.4,71,42,3,0.37,29.24,11.8,85,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2011",15.1,57,49,5,0.196,28.72,12.7,88,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2012",20.5,46,45,6,0.038,27.31,11.1,112,"Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2013",31.4,32,39,7,0,25.7,8.1,109,"Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2014",36.3,25,44,9,0,24.53,7.7,104,"Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2016",32.1,27,48,11,0,23.11,6.6,152,"Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2017",21.7,33,38,14,0,22.04,5.9,142,"Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2018",47.5,13,41,18,0,19.89,4.1,40,"Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
"2019",27.5,22,68,21,0,18.62,5.6,108,"Intervalo 3","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"2027",94.2,18,159,14,0.457,22.9,3,38,NA,"Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 4"
"2028",40.9,50,127,11,0.606,24.93,5.1,124,"Intervalo 5","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2029",44.9,57,103,12,0.704,26.14,9.1,127,"Intervalo 5",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2030",34.1,68,89,12,0.68,27.9,13.2,86,"Intervalo 4",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2031",16.4,74,85,10,0.617,28.96,15,79,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2032",14.3,75,61,9,0.646,29.51,14.7,84,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2033",13.5,64,64,9,0.479,29.75,14.3,85,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2034",12,59,60,9,0.339,29.35,14.5,92,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2035",14.5,55,50,10,0.185,28.7,13.5,87,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2037",23.8,40,46,12,0,25.89,8.6,116,"Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2038",26.8,36,45,13,0,25.02,8,111,"Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2039",22.4,39,55,14,0,24.37,8.9,118,"Intervalo 3","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2040",26.4,32,48,21,0,23.18,6.5,151,"Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2041",34.2,21,55,28,0,21.72,5.9,130,"Intervalo 4","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2042",36.8,15,53,35,0,19.87,3.3,71,"Intervalo 4","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"2043",44.7,8,52,42,0,18.53,1.7,43,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"2050",75.4,10,110,37,0.238,19.92,2.2,43,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"2051",33,34,109,25,0.426,22.05,4.5,112,"Intervalo 4","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2052",39.5,46,85,26,0.573,23.83,5.9,93,"Intervalo 4","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2053",25,67,100,25,0.695,25.41,7.6,97,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2054",27.4,70,78,28,0.739,26.18,13.1,106,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2055",23.1,77,79,26,0.715,26.86,12.6,108,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2056",20.9,91,71,26,0.636,27.73,14.4,105,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2057",18.4,97,71,26,0.394,28.03,14.2,104,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2059",15.6,68,67,24,0.097,27.83,11.2,85,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2060",16.8,54,62,24,0.035,27.01,10.8,95,"Intervalo 2",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2061",21.3,44,58,25,0,25.84,8.2,120,"Intervalo 3","Intervalo 5",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2064",23.8,29,63,34,0,22.8,9.7,117,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2065",24.7,22,48,44,0,21.36,7.3,126,"Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2066",26.8,17,43,50,0,20.08,5.8,122,"Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2067",30.8,10,43,59,0,18.66,5.7,132,"Intervalo 4","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
