"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"5",22.6,22,68,44,0,19.12,4.8,150,"Intervalo 3","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"12",8.5,29,34,19,0.449,29.94,9.5,77,"Intervalo 1","Intervalo 3","Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"32",8.1,33,113,24,0,16.97,22.4,112,"Intervalo 1","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 3",NA
"33",11.4,27,97,33,0.006,14.37,21.5,107,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 3",NA
"34",18.6,23,107,36,0.107,12.13,20,88,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"35",19.5,22,111,37,0.303,10.25,20.7,76,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 3",NA
"36",19.1,22,101,36,0.448,10.03,18.4,87,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"37",18.6,25,87,32,0.546,10.91,16.2,76,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"38",16.2,28,89,29,0.474,12.2,15.1,81,"Intervalo 2","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"39",13.4,33,79,28,0.565,12.88,17.1,71,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"40",13.6,34,61,26,0.491,13.61,16.9,65,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"41",13.8,33,53,25,0.363,13.64,16,70,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"42",14.7,32,51,24,0.187,13.39,14.1,76,"Intervalo 2","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"43",13.8,31,50,25,0.042,12.02,15,83,"Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"44",16.5,28,50,25,0,10.75,14.5,83,"Intervalo 2","Intervalo 3","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"45",21.4,23,48,24,0,9.92,16,83,"Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 2",NA
"46",23.2,22,40,23,0,9.16,14,86,"Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 2",NA
"48",24.1,21,39,23,0,8.33,12.5,82,"Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 2",NA
"49",25.7,19,28,23,0,8.05,12.5,103,"Intervalo 3","Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 2",NA
"50",13.5,29,24,27,0,7.87,11.6,86,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 2",NA
"51",6.3,36,25,28,0,7.26,10.5,79,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 2",NA
"52",6.7,35,22,28,0,6.67,9.1,86,"Intervalo 1","Intervalo 4","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"53",6.2,34,16,30,0,6.05,7.5,107,"Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"54",7.3,31,15,33,0,5.77,8,108,"Intervalo 1","Intervalo 4","Intervalo 2","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"55",10.3,32,15,29,0,5.75,7.8,87,"Intervalo 2","Intervalo 4","Intervalo 2","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"58",35.5,15,21,31,0.113,6.79,4.8,123,"Intervalo 4","Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"59",43.4,18,26,26,0.31,8.4,7.2,81,"Intervalo 5","Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"60",31.7,25,32,25,0.457,9.94,8.7,81,"Intervalo 4","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"61",34.2,28,41,23,0.553,10.37,13,66,"Intervalo 4","Intervalo 3","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"62",29.6,32,48,22,0.476,11.11,15.8,68,"Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"63",25.6,35,52,22,0.568,12.12,16.9,54,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"64",21.8,38,46,22,0.487,13.1,17.7,59,"Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"65",26.1,36,47,22,0.359,13.94,18.5,49,"Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 5"
"66",25.8,34,54,21,0.187,14.1,17.3,54,"Intervalo 3","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"67",23.5,30,48,21,0.047,13.43,14.1,71,"Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"68",25.4,26,34,23,0,12.21,11.7,81,"Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"69",28.5,21,35,23,0,11.5,12.9,64,"Intervalo 3","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"70",16.1,31,30,23,0,10.93,13,65,"Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"71",13.9,32,20,24,0,10.38,9.7,69,"Intervalo 2","Intervalo 4","Intervalo 2","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"72",14,28,18,28,0,8.99,8.3,157,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"81",40,8,33,42,0.006,5.98,5.2,150,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1",NA
"84",66,17,128,26,0.428,13.67,6.7,83,NA,"Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"85",52.3,23,96,22,0.53,15.65,6.9,71,NA,"Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"86",51.4,27,77,21,0.469,17.11,9.9,76,NA,"Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"87",61.9,29,73,20,0.551,18.79,10.2,84,NA,"Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"88",61.5,33,86,19,0.476,20.44,9.3,81,NA,"Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"89",60,38,86,19,0.34,20.96,10.9,76,NA,"Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"90",51.7,39,94,20,0.173,21.03,10.1,86,NA,"Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"91",47.1,32,87,26,0.042,18.94,7.7,153,"Intervalo 5","Intervalo 4",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"92",43.7,28,81,31,0,16.68,8.3,147,"Intervalo 5","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"93",47.4,20,70,34,0,15.55,5.7,157,"Intervalo 5","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"109",27.2,37,35,9,0.573,26.07,4.8,69,"Intervalo 3","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"110",26.7,43,35,10,0.502,26.72,9.9,102,"Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"111",47.5,41,41,8,0.581,27.06,12.2,81,"Intervalo 5","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"112",32,52,47,8,0.499,27.44,13,84,"Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"113",28.1,61,53,10,0.362,27.18,14.7,64,"Intervalo 3",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"114",25.6,60,56,12,0.189,26.96,12.3,76,"Intervalo 3",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"115",28,46,49,19,0.05,24.42,8.8,105,"Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"116",34.6,46,41,24,0,21.25,8,134,"Intervalo 4","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"117",29.5,45,50,25,0,20.3,7.7,141,"Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"133",22.2,50,52,13,0.57,26.03,4.9,66,"Intervalo 3","Intervalo 5",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"134",26.3,58,48,13,0.509,26.67,8.8,87,"Intervalo 3",NA,"Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"135",38.3,66,54,11,0.579,26.99,11.8,72,"Intervalo 4",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"136",46.2,74,75,11,0.486,27.2,14,85,"Intervalo 5",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"137",34.9,82,90,10,0.355,27.74,12.8,101,"Intervalo 4",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"138",29.9,74,77,11,0.182,27.13,9.5,119,"Intervalo 3",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"139",34.8,52,59,14,0.046,24.33,7.3,123,"Intervalo 4",NA,NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"140",48.1,37,51,17,0,21.65,8,132,"Intervalo 5","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"141",32,60,53,22,0,20.79,7.4,137,"Intervalo 4",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"142",33.4,51,53,28,0,20.47,8.2,125,"Intervalo 4",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"143",22.9,56,47,31,0,19.83,8.7,125,"Intervalo 3",NA,"Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"144",33.8,40,44,34,0,19.77,8,124,"Intervalo 4","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"145",36.7,33,49,37,0,19.58,9,114,"Intervalo 4","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"146",14,50,54,44,0,19.01,10.2,111,"Intervalo 2","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"147",23.6,29,49,52,0,17.79,14.7,101,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"149",16.5,31,36,56,0,15.58,15.1,102,"Intervalo 2","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"150",21.8,24,41,59,0,13.92,16.9,95,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"152",28.9,14,55,69,0,12.16,14,93,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"153",33.8,11,57,67,0.001,11.59,11.1,89,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"154",42.9,7,47,63,0.035,11.58,11.4,95,"Intervalo 5","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"155",49.4,7,54,64,0.08,11.43,10.5,87,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"156",52.1,8,61,69,0.124,11.29,9.1,84,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"157",45.2,14,65,69,0.337,12.75,7,61,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"158",42.5,19,64,62,0.504,15.19,9.1,65,"Intervalo 5","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"159",58.2,18,58,61,0.522,15.4,12.1,83,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"160",65.5,15,74,60,0.446,15.18,12.7,81,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"161",58,16,82,61,0.324,15.01,12.2,84,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"162",69.4,11,84,63,0.162,14.62,12.5,88,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"163",74,5,98,69,0.025,13.34,10.8,95,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"164",77,2,96,74,0,12.23,10.8,90,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"165",60.2,2,89,77,0,11.74,10.9,97,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"166",78.3,3,75,77,0,11.15,8.2,102,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"167",69.9,3,81,77,0,11.03,4.9,103,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"168",57.2,3,79,77,0,11.18,2,154,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"178",96.1,4,95,79,0.067,11.2,2.4,126,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"179",96.6,7,108,73,0.258,14.06,2,25,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"180",59.3,15,139,62,0.299,16.34,4.5,73,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"181",64.9,22,142,53,0.482,19.47,5.4,82,NA,"Intervalo 3",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"182",70.5,33,148,48,0.532,20.91,8.9,81,NA,"Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"183",69.9,36,153,47,0.29,21.16,10.7,82,NA,"Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"184",68.4,45,147,45,0.325,22.35,9.8,78,NA,"Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"185",67.2,41,137,46,0.178,22.51,8.7,83,NA,"Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"186",61.2,35,145,48,0.115,22.5,7.8,89,NA,"Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"187",67.1,30,131,50,0.047,21.6,6.3,133,NA,"Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"188",56.8,27,117,55,0,19.84,6.9,154,NA,"Intervalo 3",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"205",39.8,37,35,27,0.544,24.37,9.7,74,"Intervalo 4","Intervalo 4","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"206",36.4,69,79,35,0.497,24.16,16.2,83,"Intervalo 4",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"207",22.4,74,119,40,0.535,24.96,17.3,87,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 2",NA
"208",19.7,74,84,48,0.451,25.34,16.6,94,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"209",17.1,60,77,49,0.29,25.21,17,80,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"210",14.5,44,77,44,0.179,24.12,17.8,63,"Intervalo 2","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"211",14.4,37,61,49,0.041,22.3,15.4,75,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"212",17.5,29,47,56,0,20.49,14.3,82,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"213",21.3,24,43,57,0,20.02,14.7,76,"Intervalo 3","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"214",15.8,35,44,54,0,19.63,14.3,99,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"215",16.1,33,43,59,0,18.84,16,94,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"216",14.1,35,41,61,0,18.31,16,100,"Intervalo 2","Intervalo 4","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"217",10.5,37,39,43,0,17.86,20,99,"Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"218",10.5,31,49,32,0,16.56,20.8,102,"Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 3",NA
"219",9.4,30,57,32,0,15.7,20.9,106,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 3",NA
"220",9.7,28,58,34,0,14.43,18.5,102,"Intervalo 1","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"221",13.8,23,66,35,0,13.75,18.4,96,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"223",15.8,19,72,38,0,12.02,18.7,101,"Intervalo 2","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"224",20.2,16,51,41,0,11.27,15.6,91,"Intervalo 3","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"225",26.6,11,34,45,0,10.56,14.6,95,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"226",32.7,8,34,44,0.019,10.47,11.6,99,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"227",37.3,8,37,44,0.057,10.76,7,78,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"228",49,6,47,43,0.074,11.16,8,79,"Intervalo 5","Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"229",51.9,7,53,42,0.104,11.24,11,80,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"230",34.1,13,67,41,0.137,11.07,12.4,74,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"231",40,11,69,40,0.125,11.33,11.8,80,"Intervalo 4","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"232",46.8,8,63,39,0.065,11.24,11.5,78,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"233",42,10,65,38,0.067,11.29,12.1,83,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"234",42.9,8,60,38,0.033,11.44,11.7,98,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"235",40.7,7,56,38,0.008,11.53,13.3,104,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"236",45.8,5,52,38,0,11.7,12.7,85,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"237",33.1,9,51,36,0,11,14.7,74,"Intervalo 4","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"238",31.5,10,43,36,0,10.53,15.9,89,"Intervalo 4","Intervalo 1","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"239",22.3,17,39,37,0,10.37,16.5,94,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"240",17.4,22,31,43,0,10.37,15.2,104,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"241",11,30,19,46,0,10.52,15.2,105,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"242",12.1,28,13,47,0,10.4,13,104,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"243",14.5,26,17,47,0,10.36,12.3,86,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"244",13.6,26,24,47,0,10.35,11.4,97,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"245",12.7,27,20,46,0,10.4,11,97,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"248",16.9,25,15,38,0,9.97,13,103,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 2",NA
"249",24,19,17,38,0.002,9.66,13.8,103,"Intervalo 3","Intervalo 2","Intervalo 2","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 2",NA
"250",36.9,11,27,40,0.038,9.58,12,77,"Intervalo 4","Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 2",NA
"251",51.2,8,39,41,0.093,9.94,11.4,64,NA,"Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 2",NA
"252",45.8,12,46,40,0.168,10.7,9.9,88,"Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"253",39.1,19,42,38,0.41,11.97,11,78,"Intervalo 4","Intervalo 2","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"254",46.2,21,53,37,0.539,12.86,12.7,72,"Intervalo 5","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"255",41.7,26,60,39,0.536,13.07,14.4,62,"Intervalo 5","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"256",34.6,33,60,41,0.433,13.31,14.7,62,"Intervalo 4","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"257",29.9,35,57,40,0.404,13.64,15.1,73,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"258",26.7,34,53,39,0.237,13.54,16.1,73,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"259",27.8,28,48,41,0.045,12.39,15.8,64,"Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"260",25.2,26,46,42,0,11.73,14.4,66,"Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"261",18,29,34,42,0,11.1,13.4,72,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"262",16.4,29,23,43,0,10.56,10.8,74,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"263",17.6,27,20,45,0,10.03,8.9,96,"Intervalo 2","Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"264",18.1,25,22,47,0,9.56,8.7,120,"Intervalo 2","Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 1",NA
"265",15.5,24,22,51,0,8.9,6.9,154,"Intervalo 2","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"273",27.4,11,40,56,0.001,8.21,2,157,"Intervalo 3","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
"275",51.3,10,63,48,0.163,10.81,5.4,121,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"277",55.4,13,97,40,0.151,13.7,4,113,NA,"Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"278",80,7,99,42,0.084,12.74,10.1,82,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"279",75.3,9,107,41,0.163,13.3,6.7,81,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"280",77.1,16,107,37,0.393,15.56,9.2,88,NA,"Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"281",83,11,115,37,0.126,15.03,14.3,88,NA,"Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"282",64.8,16,120,36,0.094,15.79,6.7,40,NA,"Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 4"
