"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"2721",18.2,11,44,75,0.028,21.38,5.2,86,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2722",16.4,15,47,71,0.12,22.6,5.7,107,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2723",12.5,19,58,69,0.221,23.42,5.9,98,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2724",12,22,50,66,0.239,24.38,6.8,148,"Intervalo 2","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2725",12.5,24,63,60,0.413,25.88,8.1,136,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2726",9,32,53,53,0.645,27.7,13.7,139,"Intervalo 1","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2727",10.3,31,65,47,0.687,29.33,14.3,130,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2728",11,33,71,41,0.678,31.3,14.7,129,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2729",10.5,35,70,37,0.617,32.81,15.7,135,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2730",7.5,35,62,37,0.4,32.82,16.8,154,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2731",11.2,28,59,40,0.029,31.37,16.2,148,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2732",22.1,21,65,39,0.118,31.77,10.1,104,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2733",16.2,26,82,36,0.02,31.68,11.9,103,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2734",14.7,26,79,35,0,31.15,13.3,75,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2735",9.5,23,65,48,0,29.31,14,88,"Intervalo 1","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2736",9.7,17,57,61,0,27.08,10.7,84,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2737",8.7,18,52,66,0,26.05,9.7,119,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2738",8.1,18,56,68,0,25.34,12.3,124,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2739",5.9,19,46,71,0,24.76,8.2,87,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2740",3.7,20,48,73,0,24.75,8,84,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2741",6.8,17,46,74,0,24.45,7.1,94,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2742",5,20,52,72,0,24.36,7.2,78,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2743",16.7,14,46,74,0,24.12,8.3,94,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2744",30.2,10,57,76,0,23.67,9.3,100,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2745",35.7,10,59,76,0.006,23.73,9.7,114,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2746",33.1,10,68,75,0.031,23.77,9,99,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2748",32,12,79,70,0.169,25.02,6.8,121,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2749",24.1,16,71,66,0.282,25.91,6.3,123,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2750",16.3,24,63,57,0.515,28.07,5.2,119,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2751",13.1,30,63,49,0.354,29.46,4.7,76,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2752",18.4,29,61,48,0.148,29.19,4.7,74,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2753",27.9,24,66,49,0.082,28.79,8,136,"Intervalo 3","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2754",33.8,20,71,49,0.175,28.96,11.2,137,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2755",32.2,15,73,51,0.078,28.43,9.7,145,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2756",27.8,15,83,52,0.047,28.18,11.4,163,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2758",35.1,8,97,52,0,27.84,0.9,8,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"2759",30.9,8,92,60,0,26.59,5.2,76,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2760",9.2,23,105,79,0,21.79,3.9,17,"Intervalo 1","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 2"
"2761",5.4,27,47,93,0,19.21,3.6,74,"Intervalo 1","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"2773",10.1,31,65,62,0.507,23.57,11.7,1,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 1"
"2774",8.5,35,40,55,0.394,24.7,11,13,"Intervalo 1","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 2"
"2775",7.8,32,37,56,0.321,24.53,12.6,4,"Intervalo 1","Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 1"
"2786",12.2,19,30,77,0,20,4,69,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"2787",10.8,27,39,74,0,20.58,8.3,92,"Intervalo 2","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2788",6.6,30,41,76,0,20.31,8.3,95,"Intervalo 1","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2789",4.8,30,31,80,0,19.7,5.5,92,"Intervalo 1","Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"2790",4.3,21,28,86,0,18.59,4.5,11,"Intervalo 1","Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"2791",15,12,30,89,0,18.34,5.1,28,"Intervalo 2","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 3"
"2792",44,5,32,89,0,18.62,5.1,62,"Intervalo 5","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"2793",54.1,7,40,88,0.003,19.13,6.2,104,NA,"Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"2794",44.4,10,44,87,0.026,19.22,9.2,129,"Intervalo 5","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"2795",44.8,11,47,86,0.043,19.57,9.3,117,"Intervalo 5","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"2796",33.5,17,53,82,0.189,20.28,11.3,132,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2797",28.9,24,58,71,0.24,21.82,12.6,131,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2798",26.1,27,75,65,0.255,22.94,13,132,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2799",19.6,34,85,60,0.46,24.35,11.2,143,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2800",29.2,30,85,53,0.399,26,10.5,134,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2801",28,34,85,47,0.543,27.52,9.7,123,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2802",25.8,33,70,44,0.303,27.79,9.8,117,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2809",21,11,65,67,0,22.9,10.6,124,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2810",14.6,12,55,74,0,21.94,10.5,130,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2811",12.5,12,44,77,0,21.25,8.9,120,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2812",8.2,15,45,78,0,20.63,10.3,130,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2813",9,15,30,79,0,20.41,9.3,127,"Intervalo 1","Intervalo 2","Intervalo 3",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2814",14.8,11,36,81,0,20.26,9.4,125,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2815",25.7,8,37,82,0,20.23,7.5,130,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2816",46.3,5,51,83,0,20.24,7.3,121,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2817",39,6,76,85,0.007,20.07,10.2,132,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2818",39.1,7,69,84,0.051,20.28,9.3,129,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2819",31.1,9,64,82,0.099,20.86,8,136,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2820",32.2,12,64,74,0.188,22.09,7.9,134,"Intervalo 4","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2821",19.5,22,63,62,0.44,24.13,8,149,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2822",15.3,30,62,54,0.602,26.02,8.2,135,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2823",16.3,40,62,51,0.692,27.31,9.1,130,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2824",21.7,37,69,46,0.691,28.83,12.8,134,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"2825",17.8,37,71,40,0.629,30.07,16.6,146,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2826",19.3,38,74,36,0.522,31.42,17.5,141,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2827",23.7,36,76,33,0.385,32.28,17.6,138,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2828",30.6,30,64,32,0.206,32.61,16.4,134,"Intervalo 4","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2829",27.3,18,75,44,0.034,30.66,12.9,100,"Intervalo 3","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2830",17.6,16,98,55,0.001,28.23,14.3,93,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2831",16.6,14,67,62,0,26.47,13.8,99,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2832",20.5,11,69,65,0,24.74,14.3,127,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2833",17.8,10,48,69,0,23.79,12.2,123,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2834",12.4,11,50,74,0,23.12,12.4,129,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2835",11.8,10,42,75,0,22.67,10.1,127,"Intervalo 2","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2836",10.2,11,50,77,0,22.12,9.9,123,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2837",10.8,10,34,79,0,21.99,8.8,124,"Intervalo 2","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2838",13.4,9,51,80,0,21.8,9.6,130,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2839",24.4,7,42,81,0,21.8,5.8,118,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2840",36.5,5,54,80,0,21.94,4.5,78,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2841",37.3,6,54,80,0.011,21.95,5.7,71,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2842",37.8,6,58,78,0.044,22.28,5.7,83,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2843",39.6,7,61,75,0.082,22.98,3.9,120,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2844",21.2,14,68,68,0.145,24.07,2.6,68,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2845",23.8,20,68,59,0.477,26.01,4.2,90,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2846",24.4,27,54,55,0.671,27.52,5.7,98,"Intervalo 3","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2847",24.3,42,71,49,0.697,29,6.5,116,"Intervalo 3","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2848",26.7,40,76,43,0.687,30.75,8.2,117,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2849",34.4,58,79,35,0.631,32.75,11.5,129,"Intervalo 4",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2850",23.9,39,106,36,0.326,31.91,15.9,150,"Intervalo 3","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2851",31.6,22,93,40,0.093,30.8,15.3,130,"Intervalo 4","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2852",45.6,18,134,37,0.18,31.75,10.5,102,"Intervalo 5","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2853",35.3,23,96,29,0.081,32.16,13.9,116,"Intervalo 4","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2854",42.3,16,101,26,0.002,30.94,9.3,101,"Intervalo 5","Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2855",20.5,14,79,57,0,28.09,13.3,101,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2856",21.1,10,84,67,0,26.23,13.2,132,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2857",20.7,9,57,71,0,25.21,11.6,123,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2858",16.1,10,64,76,0,24.22,10.4,126,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2859",12.6,10,64,80,0,23.3,11.8,118,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2860",15.6,8,59,81,0,22.67,7.7,108,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2861",17.7,6,51,82,0,22.33,3.9,92,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2862",11.8,8,51,83,0,22.21,3.6,92,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2866",23.2,9,61,79,0.105,22.91,6.7,1,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 1"
"2869",7.4,27,52,58,0.501,27.64,2.2,44,"Intervalo 1","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"2870",10.2,34,59,51,0.666,29.49,4.8,51,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2871",14.2,45,59,49,0.696,29.97,8,112,"Intervalo 2","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"2872",20.8,35,78,45,0.686,31.17,10.4,119,"Intervalo 3","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2873",19.5,32,77,43,0.621,32.08,10.8,126,"Intervalo 2","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2874",21.7,30,72,40,0.514,33.07,9.2,115,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2875",18.6,32,73,38,0.369,33.29,10.4,97,"Intervalo 2","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2876",18.8,30,64,39,0.174,32.66,10.9,88,"Intervalo 2","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2877",18.2,25,67,44,0.024,31.34,11.1,86,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2878",14.2,25,69,48,0.001,30.36,10.7,84,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2879",10.5,21,59,60,0,28.74,12.4,85,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2880",11.6,16,61,66,0,27.6,15.2,112,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2882",9.7,13,60,81,0,24.65,12.3,125,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2883",5.7,14,48,80,0,24.5,10.1,90,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2886",5,20,54,76,0,23.76,12.5,128,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2887",5.5,21,46,81,0,22.82,11.6,132,"Intervalo 1","Intervalo 3","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2889",12,12,45,85,0.009,22.93,7.7,107,"Intervalo 2","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2890",11.3,12,63,84,0.018,23.16,9.1,108,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2891",12.3,14,61,82,0.039,23.44,8.6,97,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2894",11.2,23,69,68,0.304,26.14,9.2,137,"Intervalo 2","Intervalo 3",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2895",11.8,32,80,60,0.462,28.35,8.1,122,"Intervalo 2","Intervalo 4",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2897",5.6,47,80,50,0.373,30.92,4.4,65,"Intervalo 1","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2898",7.3,41,76,44,0.415,32.58,4.5,93,"Intervalo 1","Intervalo 5",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2899",9.5,35,58,40,0.237,33.44,7.5,131,"Intervalo 1","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2900",11.7,24,59,46,0.102,32.46,14,102,"Intervalo 2","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2901",7.3,18,79,53,0.033,30.4,16.4,93,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 2",NA
"2902",9.9,14,64,61,0.001,28.19,16.1,103,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2903",12.9,12,69,66,0,26.89,15.8,122,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2904",12.6,12,60,69,0,26.21,14.2,118,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2905",11.2,12,52,71,0,25.63,13.6,114,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2906",7.7,14,53,71,0,25.31,13.6,101,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2909",2.2,18,37,75,0,24.22,10.8,96,"Intervalo 1","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2910",5.4,16,43,75,0,24.1,9.2,92,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2911",13.4,12,39,76,0,23.99,8.1,88,"Intervalo 2","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2912",25.7,8,47,76,0,24.02,6.4,74,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2913",32.8,7,56,79,0.008,23.73,5.2,67,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2914",31.2,9,70,76,0.055,24.46,6.6,82,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2915",25.5,11,71,73,0.097,25.12,4.7,86,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2916",14.1,16,66,69,0.127,26.31,2.8,143,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2918",11.1,41,61,51,0.631,30.26,6.1,156,"Intervalo 2","Intervalo 5",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 1",NA
"2919",13.4,58,67,45,0.686,31.53,7,147,"Intervalo 2",NA,NA,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2920",21.4,73,80,40,0.671,33.02,7.9,131,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2921",25.9,87,90,35,0.606,34.4,7.5,132,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2922",24,70,96,33,0.502,35.35,10.4,131,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2923",23.9,57,82,31,0.365,35.89,11.4,145,"Intervalo 3",NA,NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2924",29.3,54,81,29,0.209,36.17,11.9,141,"Intervalo 3",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 2",NA
"2925",40.6,52,87,28,0.063,36.03,8.4,124,"Intervalo 5",NA,NA,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2926",40.1,32,109,33,0.001,34.62,9.4,86,"Intervalo 5","Intervalo 4",NA,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 1",NA
"2927",15,12,113,51,0,31.2,12,77,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 4","Intervalo 2",NA
"2928",16.2,11,80,56,0,29.46,10.8,99,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2929",16.2,10,60,60,0,28.26,8.3,101,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2930",20,9,66,63,0,27.36,7.7,112,"Intervalo 2","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2931",12.1,13,63,64,0,26.59,10.6,131,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 2",NA
"2932",11.5,11,53,67,0,25.89,7.1,117,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2933",8,11,52,72,0,24.94,5.5,58,"Intervalo 1","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2934",7.4,11,46,74,0,24.32,5.8,50,"Intervalo 1","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"2935",23.6,6,46,75,0,24.23,2.7,110,"Intervalo 3","Intervalo 1","Intervalo 5",NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"2936",33.3,5,56,76,0,23.81,3.3,27,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 3"
