"","NOX","O3","PM10","RH","SR","TOUT","WSR","WDR","NOX_categorias","O3_categorias","PM10_categorias","RH_categorias","SR_categorias","TOUT_categorias","WSR_categorias","WDR_categorias"
"19",20.7,28,46,5,0.039,33.81,2.3,11,"Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 1","Intervalo 1","Intervalo 4","Intervalo 1","Intervalo 2"
"23",60.4,6,74,17,0,27.15,1.2,168,NA,"Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"24",90.1,6,89,21,0,25.57,2.3,156,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"51",21.7,16,40,29,0,6.93,3.8,172,"Intervalo 3","Intervalo 2","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"52",14.1,21,31,30,0,7.17,6.2,157,"Intervalo 2","Intervalo 3","Intervalo 4","Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"53",31.7,12,35,35,0,5.87,2,25,"Intervalo 4","Intervalo 2","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"54",48.1,6,33,38,0,5.1,3.4,19,"Intervalo 5","Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"57",94,6,49,38,0.012,4.33,2.2,19,NA,"Intervalo 1","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 2"
"58",122.3,6,62,35,0.121,6.78,4,6,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 1"
"59",61.2,11,90,32,0.266,8.29,4.3,55,NA,"Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"60",36,15,62,29,0.395,9.79,6.9,140,"Intervalo 4","Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 1","Intervalo 1",NA
"61",29.1,16,43,24,0.485,11.63,9.5,135,"Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"62",21.9,18,45,20,0.48,12.97,11.4,134,"Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"63",18.7,18,37,20,0.32,14.07,12.5,139,"Intervalo 2","Intervalo 2","Intervalo 4","Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"64",17.7,18,48,20,0.451,14.67,14.1,140,"Intervalo 2","Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"65",19.4,16,50,20,0.337,15.27,14.2,140,"Intervalo 2","Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"66",26.1,17,46,20,0.194,15.38,11.7,128,"Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"67",41.7,16,49,20,0.053,14.83,10.2,105,"Intervalo 5","Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"68",58.8,11,67,21,0,13.48,8.9,103,NA,"Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"69",56.1,7,84,24,0,12.24,9.3,129,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"70",48.5,6,62,26,0,11.15,8.6,143,"Intervalo 5","Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"71",45.2,6,52,26,0,10.9,8.2,146,"Intervalo 5","Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"72",41.4,8,54,27,0,10.62,11.4,127,"Intervalo 5","Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 2",NA
"73",26.1,11,58,31,0,9.58,11.4,133,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 2",NA
"74",35.3,10,44,35,0,8.64,6.9,133,"Intervalo 4","Intervalo 1","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"75",43.3,8,56,37,0,8.39,4.4,105,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1",NA
"76",32.9,10,52,39,0,7.38,4.9,35,"Intervalo 4","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"84",34.9,13,97,28,0.37,14.52,1.3,1,"Intervalo 4","Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"86",33.3,9,100,19,0.453,18.78,2.8,145,"Intervalo 4","Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"87",32.6,9,99,18,0.315,19.95,3.4,174,"Intervalo 4","Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"88",31.6,12,117,16,0.423,21.9,3.2,48,"Intervalo 4","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 5"
"89",32.1,8,106,16,0.319,22.83,5.6,158,"Intervalo 4","Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"90",32.8,12,129,18,0.178,22.53,7.9,146,"Intervalo 4","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"91",40.8,10,131,22,0.048,21.41,9.6,143,"Intervalo 5","Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"92",60.1,6,112,26,0,19.72,8.4,139,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"93",93.8,6,123,28,0,18.36,4.3,138,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"94",156.6,5,118,31,0,17.19,3.8,174,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"111",35.1,11,77,6,0.324,29.7,6.1,144,"Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"112",34.7,18,97,6,0.439,29.84,6.5,117,"Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"113",33.1,22,101,7,0.328,29.68,9.4,129,"Intervalo 4","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"114",39.9,24,77,12,0.187,28.43,12.8,129,"Intervalo 4","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"115",48.2,12,82,13,0.053,26.75,12.4,138,"Intervalo 5","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"116",73.2,5,82,16,0,24.48,10,140,NA,"Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"118",99.9,5,146,24,0,21.63,6.3,159,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"119",98.5,4,160,26,0,20.75,8.1,156,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"120",102.4,5,109,28,0,20.16,1.3,106,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"136",20.6,20,133,8,0.435,30.75,2.5,106,"Intervalo 3","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 4","Intervalo 1",NA
"137",23.9,40,90,8,0.329,30.52,6.9,72,"Intervalo 3","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 4","Intervalo 1",NA
"138",37.5,24,72,15,0.19,29.5,10.7,122,"Intervalo 4","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"139",54.4,12,89,20,0.048,27.82,9.9,120,NA,"Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"140",73.4,8,89,23,0,25.99,8,107,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"141",72.1,5,105,28,0,23.87,8.5,139,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"142",85.5,4,116,30,0,22.92,6.5,130,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"143",66.4,4,103,32,0,22.28,6.4,142,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"144",86.9,4,92,35,0,21.37,4.2,136,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"145",68.7,5,109,41,0,21,6.4,136,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"152",20.3,9,39,57,0,12.3,5.3,13,"Intervalo 3","Intervalo 1","Intervalo 4",NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"154",23.5,8,62,75,0.013,11.31,5.6,170,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"155",25.1,6,55,76,0.052,10.84,10.6,166,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"156",31.1,6,66,68,0.125,11.38,9,154,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"157",36.5,8,69,73,0.12,11.7,6.5,136,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"158",36.5,7,82,73,0.111,12.12,7.9,141,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"159",39.9,7,87,72,0.096,12.32,7.7,137,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"160",39.4,7,101,77,0.098,12.06,3.8,77,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"161",54.6,5,84,79,0.066,12.29,2.7,82,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"162",63.5,6,90,76,0.059,12.85,5.5,139,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"163",56.8,5,102,78,0.009,12.53,7.9,138,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"164",49.3,5,82,80,0,12.07,9.6,144,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"165",46.3,5,97,79,0,11.89,10,140,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"169",30.5,6,73,76,0,11.27,6.4,141,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"171",26.7,6,72,74,0,11.15,4.8,19,"Intervalo 3","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 2"
"177",100.7,4,94,77,0.005,12.42,2.3,146,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"179",81.1,5,121,68,0.249,15.35,2.1,85,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"181",64.5,5,150,51,0.419,20.76,0.9,123,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"182",68,8,145,46,0.441,22.33,5.3,134,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"183",62.5,14,160,47,0.289,22.28,8.2,133,NA,"Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"184",49.8,14,163,43,0.336,23.45,7.3,134,"Intervalo 5","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"185",49.1,14,130,43,0.157,23.79,8.8,139,"Intervalo 5","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"186",42.7,26,122,44,0.091,23.52,10.3,137,"Intervalo 5","Intervalo 3",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2",NA
"187",44.7,40,110,46,0.04,23.21,7.1,118,"Intervalo 5","Intervalo 4",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1",NA
"188",52.9,14,123,54,0,22,5.3,63,NA,"Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"189",46.9,4,97,64,0,20.7,5.8,100,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"190",44.5,3,83,72,0,19.56,6.6,135,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"191",51.6,3,84,73,0,19.27,3.8,150,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"206",16.3,16,77,52,0.457,26.24,5.9,69,"Intervalo 2","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 3","Intervalo 1",NA
"207",15.5,12,57,48,0.294,27.54,4.9,39,"Intervalo 2","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 1","Intervalo 4"
"209",6,15,55,44,0.293,26.01,14.3,3,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 1"
"210",5.5,12,59,49,0.102,24.51,11.2,6,"Intervalo 1","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 3","Intervalo 2","Intervalo 1"
"235",12.3,8,43,34,0.012,12.87,12,3,"Intervalo 2","Intervalo 1","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2","Intervalo 1"
"248",24.3,8,35,40,0,11.09,6.7,9,"Intervalo 3","Intervalo 1","Intervalo 4","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 1"
"249",31.9,8,34,41,0.003,10.99,2.5,89,"Intervalo 4","Intervalo 1","Intervalo 4","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"250",40.7,7,46,42,0.027,11.21,4.5,174,"Intervalo 5","Intervalo 1","Intervalo 5","Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"254",36.2,9,77,36,0.199,14.03,3.7,165,"Intervalo 4","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"255",32,12,83,37,0.194,14.25,3.4,149,"Intervalo 4","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"256",36.9,12,71,36,0.192,14.48,6.1,120,"Intervalo 4","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"257",29.4,23,59,36,0.236,14.82,7,92,"Intervalo 3","Intervalo 3",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"258",29.3,26,43,36,0.164,14.72,8.3,103,"Intervalo 3","Intervalo 3","Intervalo 5","Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"259",39.6,19,60,37,0.07,14.29,8.9,102,"Intervalo 4","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"260",45.4,9,59,40,0.001,13.16,10.9,127,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 2",NA
"261",47.4,6,58,43,0,12.24,9.7,139,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"262",46.4,5,64,46,0,11.8,8.5,145,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"263",69.5,5,60,47,0,11.52,6,148,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"281",23.8,11,77,34,0.129,17.46,3.3,146,"Intervalo 3","Intervalo 2",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"282",33.7,6,96,36,0.063,17.13,7.5,164,"Intervalo 4","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"283",52.1,6,119,36,0.035,17.1,5.1,161,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"285",56.5,8,135,52,0,14.67,7.9,95,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"286",50.4,6,66,49,0,13.58,9.1,140,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"287",70.6,5,60,51,0,12.68,6.1,149,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"288",79.2,5,71,53,0,12.53,5.1,145,NA,"Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"303",15,18,75,23,0.324,25.78,4.2,83,"Intervalo 2","Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"304",19.6,14,64,21,0.454,26.68,3.7,111,"Intervalo 2","Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"305",30.2,16,74,20,0.347,26.58,5.8,124,"Intervalo 4","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"306",34.8,16,85,20,0.209,26.01,9.4,142,"Intervalo 4","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"307",44.1,11,80,22,0.062,24.77,12.2,138,"Intervalo 5","Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"308",70.8,7,101,26,0.001,22.38,9.3,128,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"310",66.4,4,83,33,0,19.21,8.9,138,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"311",70.7,4,118,36,0,18.44,6.3,150,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"312",76.6,4,111,36,0,17.85,6.3,162,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 2","Intervalo 1",NA
"326",26.4,13,111,18,0.491,26.2,2.9,115,"Intervalo 3","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"327",33.6,21,103,19,0.317,26.48,7.3,139,"Intervalo 4","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"328",36.8,23,125,18,0.439,27.4,9.9,141,"Intervalo 4","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"329",36.6,33,112,19,0.333,27.46,9.6,137,"Intervalo 4","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"330",39,29,111,22,0.199,27.35,9.9,135,"Intervalo 4","Intervalo 3",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"331",54.3,19,108,24,0.062,26.72,10,132,NA,"Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"332",94.5,5,103,28,0.001,25.34,5.5,124,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"333",89.1,4,124,31,0,23.86,5.3,153,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"334",111.8,4,155,33,0,22.76,6.6,139,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"335",116.6,4,152,37,0,21.28,3.6,145,NA,"Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"374",15.4,13,101,16,0.512,17.11,3.5,157,"Intervalo 2","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"375",13.7,13,110,15,0.352,18.15,5.3,156,"Intervalo 2","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"376",13.6,12,127,14,0.468,19.54,2.4,148,"Intervalo 2","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"377",13.6,19,111,14,0.346,19.45,9.3,139,"Intervalo 2","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"378",13,18,123,15,0.215,19.47,11,145,"Intervalo 2","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"379",11.6,16,111,18,0.069,18.53,12,145,"Intervalo 2","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 2",NA
"380",19,8,94,19,0.001,16.99,9.3,141,"Intervalo 2","Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"381",48.5,6,112,22,0,15.91,7.4,130,"Intervalo 5","Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"382",55.1,6,133,22,0,15.34,6.6,126,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"383",61.4,6,129,24,0,13.88,4.5,61,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"384",73.3,5,99,27,0,12.68,3.6,51,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"385",78.2,5,99,28,0,11.86,2.6,76,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"398",34.2,14,120,8,0.53,23.25,7.6,128,"Intervalo 4","Intervalo 2",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"399",27.4,21,83,8,0.344,23.91,7,111,"Intervalo 3","Intervalo 3",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"400",30.8,35,73,9,0.471,24.66,8.3,110,"Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 1",NA
"401",32,53,93,9,0.368,24.5,13.9,134,"Intervalo 4",NA,NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"402",31.2,32,98,10,0.226,24.13,11.9,131,"Intervalo 4","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 3","Intervalo 2",NA
"403",44.1,29,87,13,0.072,22.85,12.1,108,"Intervalo 5","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"404",59.5,10,107,17,0.002,20.53,9.3,111,NA,"Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"405",64.1,5,105,18,0,18.47,8.2,137,NA,"Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"406",78.8,4,85,20,0,17.32,6.7,145,NA,"Intervalo 1",NA,"Intervalo 2","Intervalo 1","Intervalo 2","Intervalo 1",NA
"407",94.8,7,110,25,0,17.11,7.4,117,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 2","Intervalo 1",NA
"408",37.2,13,110,46,0,15.45,11.7,117,"Intervalo 4","Intervalo 2",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 2",NA
"409",29,11,92,57,0,14.07,11.8,130,"Intervalo 3","Intervalo 2",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 2",NA
"410",33.1,8,76,60,0,12.76,4.7,62,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"411",37.2,6,71,70,0,11.94,4.5,43,"Intervalo 4","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1","Intervalo 5"
"412",40.9,6,67,76,0,11.5,2.2,90,"Intervalo 5","Intervalo 1",NA,NA,"Intervalo 1","Intervalo 2","Intervalo 1",NA
"420",46.1,8,128,46,0.379,17.95,3.2,66,"Intervalo 5","Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"421",44.4,10,116,37,0.459,20.42,4.8,58,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"422",42.1,8,101,31,0.489,22.35,6,143,"Intervalo 5","Intervalo 1",NA,"Intervalo 4","Intervalo 1","Intervalo 3","Intervalo 1",NA
"423",35.6,10,138,22,0.325,25.75,3.2,146,"Intervalo 4","Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"424",35.5,17,109,20,0.452,26.03,7,136,"Intervalo 4","Intervalo 2",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"425",49.9,21,114,18,0.34,26.94,8.8,127,"Intervalo 5","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 1",NA
"426",42.2,35,130,20,0.199,26.42,12.5,138,"Intervalo 5","Intervalo 4",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"427",49,27,140,20,0.065,25.54,10.9,141,"Intervalo 5","Intervalo 3",NA,"Intervalo 2","Intervalo 1","Intervalo 3","Intervalo 2",NA
"428",87,19,141,23,0.001,23.98,8.2,136,NA,"Intervalo 2",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"432",145.1,4,155,49,0,18.66,0.9,77,NA,"Intervalo 1",NA,"Intervalo 5","Intervalo 1","Intervalo 2","Intervalo 1",NA
"451",26.3,12,49,13,0.077,30.47,6.4,64,"Intervalo 3","Intervalo 2","Intervalo 5","Intervalo 2","Intervalo 1","Intervalo 4","Intervalo 1",NA
"452",60.3,6,71,21,0.001,27.2,10.7,134,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 2",NA
"453",72.4,5,93,24,0,25.5,9,139,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"454",70,4,108,25,0,24.61,6.8,137,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"455",75.7,4,113,28,0,23.28,2.1,145,NA,"Intervalo 1",NA,"Intervalo 3","Intervalo 1","Intervalo 3","Intervalo 1",NA
"494",22.7,15,41,68,0.187,5.11,2.9,29,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 3"
"495",26.2,14,33,62,0.226,6.73,1.3,32,"Intervalo 3","Intervalo 2","Intervalo 4",NA,"Intervalo 1","Intervalo 1","Intervalo 1","Intervalo 4"
"496",26.9,14,45,59,0.167,7.45,2.6,60,"Intervalo 3","Intervalo 2","Intervalo 5",NA,"Intervalo 1","Intervalo 1","Intervalo 1",NA
